Node_id ; adjacency_list
2064033737 > [2071134031]
3242532234 > [3244608068]
2157206596 > [2157074833, 2157074834]
3242532244 > [3244608117]
2157206598 > [2157074835, 2157074836]
3706191933 > [3706191937]
2157206594 > [2157074831, 2157074833]
2157206606 > [2157206596, 2157206618]
2157206600 > [2157206591, 2157206612]
2157206602 > [2157206614, 2157206589]
2131796976 > [2131796977]
2131796977 > [2131796976]
357878197 > [2381978475, 357878199]
2157206647 > [2157206636, 2157074930]
357878199 > [357878197, 357878201]
357878192 > [305580094]
2157206641 > [2157206630, 2157206652]
357878195 > [2144031546, 1956026737]
2157206652 > [2157206641, 2157206660]
357878204 > [357878201]
2157206649 > [2157206638]
357878201 > [357878199, 357878204]
2064033769 > [2064033796]
2157206630 > [2157206618, 2157206641]
357878182 > [2135165063]
2157206624 > [2157206612, 2157206636]
2157206626 > [2157206638, 2157206614]
2157206636 > [2157206624, 2157206647]
2157206638 > [2157206649, 2157206626]
357878185 > [357878182, 357878186]
357878186 > [357878185, 357878192]
4073861074 > [4073861071]
4073861073 > [4073861067, 2682977410]
2976935033 > [2976935035, 2976935038]
2976935034 > [2976935039, 2976935036]
2976935035 > [2976935036, 2976935033]
2976935036 > [2976935034, 2976935035]
2976935038 > [346085566, 346085535]
2976935039 > [346085711, 2976935034]
4073861056 > [4073861071]
4073861063 > [4073861036]
4073861067 > [4073239717, 4073861073]
4073861064 > [4073861051]
4073861065 > [4081095348, 4073861054]
4073861071 > [4074758979, 4073861069]
4073861069 > [4073861071, 4073861063]
3635283336 > [3635283337, 3635283335]
3635283337 > [747613784, 3635283336]
3635283334 > [3635283335, 3041702984]
3635283335 > [3635283336, 3635283334]
416466425 > [418279243]
3635283330 > [3635283327, 3635283328]
416466430 > [4815712545]
1858253807 > [1858253818, 610904543]
416466428 > [419749663]
3635283328 > [3635283330, 3635283329]
3635283329 > [3635283328, 3635283324]
1858253815 > [2052371745, 5271528868]
1858253818 > [4366658791, 1858253807]
3829217537 > [346030566, 4370839377]
3639412142 > [845587760, 3639412135]
3639412137 > [3639412139, 3639412135]
3639412136 > [3639412132]
3639412139 > [3639412137]
3639412138 > [3639412145]
3639412132 > [3639412136]
3639412135 > [3639412142, 1837295867]
4180812897 > [746268564, 2794053139]
4180812902 > [4180812903]
4180812903 > [4180812902]
4180812905 > [4180812903]
3639412145 > [3639412138]
4353613343 > [1104933724, 345522381]
4353613342 > [293390556, 293390558]
4353613341 > [747987088, 4353613340]
4353613340 > [4353613341, 747987053]
4073861046 > [4073239717]
4180812890 > [4180812889, 746268083]
4073861051 > [4073861064]
4180812889 > [746267485, 4180812890]
4073861054 > [4073861065]
4073861030 > [4073861029]
4043189642 > [4043189641]
4043189640 > [4043189639, 4043189630]
4073861029 > [4073861030]
4043189641 > [4043189638, 4043189642]
4043189638 > [4043189637]
4073861034 > [4076291580, 4073861051]
4043189639 > [4043189640]
4043189636 > [4043189628, 4043189637]
4073861032 > [4073861033]
4043189637 > [4043189636, 4043189638]
4073861033 > [4073861032, 4076291580]
3635283410 > [278110613, 3635283411]
4043189634 > [4043189633, 4043189639]
3635283411 > [3635283410, 278110614]
4043189635 > [4043189639, 4043189631]
3635283408 > [278110614, 3635283409]
4073861036 > [4073861063, 4073861037]
3635283409 > [3635283408, 278110615]
4043189633 > [4043189629, 4043189634]
4073861037 > [4073861036, 4074758952]
4043189630 > [4043189640, 4043189629]
4043189631 > [4043189635, 4043189626]
4043189628 > [4043189627, 4043189636]
4043189629 > [4043189630, 4043189633]
4043189626 > [4043189631, 4043189623]
4043189627 > [4043189625, 4043189628]
4043189624 > [4043189622, 4043189625]
4043189625 > [4043189624, 4043189627]
4043189622 > [4043189621, 4043189624]
4043189623 > [4043189626, 4043189621]
4043189621 > [4043189623, 4043189622]
5271381923 > [2113157892, 1837270491]
1818472950 > [429333199]
419742867 > [1205481243, 419742910]
5271381924 > [5271381923]
419742910 > [419742867]
2491107770 > [4798846162]
419742924 > [3098284811, 346078312]
3635283327 > [747613794, 3635283330]
3635283324 > [3635283329, 278110528]
419742930 > [2699556039]
573701176 > [573701209, 573701157]
2456439930 > [2456439929]
5030540743 > [1514360289, 5030540744]
5271381026 > [5271381025]
2456439928 > [2456439929]
5030540740 > [1514360371, 5030540739]
5271381025 > [2113157892, 5271381026]
2456439929 > [2456439928, 2456439930]
2456439934 > [2450931014]
573701157 > [573701176, 573701148]
5030540738 > [5030540739, 5030540737]
5030540739 > [5030540740, 5030540738]
5030540736 > [5030540728, 5030540735]
5030540737 > [5030540738, 5030540728]
5030540746 > [5030540745, 5030540747]
5030540747 > [5030540746, 2142655506]
5030540744 > [5030540743, 5030540745]
5030540745 > [5030540744, 5030540746]
573701139 > [573701148, 573701135]
573701148 > [573701157, 573701139]
573701128 > [573701135, 573701116]
573701135 > [573701139, 573701128]
573701232 > [573701243, 573701223]
573701243 > [573701260, 573701232]
573701218 > [573701223, 573701209]
573701223 > [573701232, 573701218]
357419793 > [4815711917]
573701209 > [573701218, 573701176]
5030540734 > [5030540735, 5030540733]
5030540735 > [5030540736, 5030540734]
2491828972 > [2491828971, 1537263210]
5030540732 > [5030540733, 5030540731]
2491828973 > [5269686927, 2491828970]
5030540733 > [5030540734, 5030540732]
2491828970 > [2491828973, 2491828969]
5030540730 > [5030540731, 5030540729]
2491828971 > [2491828969, 2491828972]
5030540731 > [5030540732, 5030540730]
5030540728 > [5030540737]
2491828969 > [2491828970, 2491828971]
5030540729 > [5030540730]
357878572 > [357878496, 5105027526]
3156239008 > [3085726907, 2414180208]
3156239009 > [3156239004, 3156239010]
3156239010 > [3156239009, 3156239011]
3156239011 > [3156239010, 3156239007]
3965727463 > [3965727469]
3965727464 > [3965727466]
4733453483 > [4733453485]
3965727465 > [3965727466]
3965727466 > [3965727464, 3965727465]
573701306 > [573701312, 573701295]
3965727468 > [2488107941, 3965727469]
3965727469 > [3965727468, 3965727463]
4742890558 > [4742890557]
416466524 > [418279248, 419754767]
4733453485 > [4733453483, 4733453484]
4742890557 > [4742890558]
4733453484 > [4733453485]
4742890556 > [4742890563]
4733453491 > [4733453492]
573701287 > [573701295, 573701279]
4733453493 > [4733453492]
4733453492 > [4733453491, 4733453493]
416466506 > [418279262, 419754785]
2349093533 > [2349093531, 1685902695]
356764638 > [357452536]
573701295 > [573701306, 573701287]
2349093531 > [1685902699, 2349093533]
356764643 > [2459200082]
2349093541 > [2349093543, 2349093539]
2349093543 > [2349093553, 2349093537]
573701269 > [573701279, 573701260]
2349093537 > [2349093543]
2349093539 > [2349093541]
2349093548 > [3490646694, 1685900151]
2349093550 > [1685900151, 2349093553]
2349093545 > [2349093547, 2349093543]
573701279 > [573701287, 573701269]
2349093547 > [2349093545]
2349093559 > [2349093553]
2349093553 > [2349093550, 1685902697]
3156239000 > [3156238202]
416466537 > [418279243, 419754763]
3156239004 > [3156239009]
345688615 > [421429461]
573701260 > [573701269, 573701243]
3156239007 > [3156239011]
345688613 > [345723954]
731247957 > [731247955, 756653145]
731247959 > [3806995933, 416513338]
731247953 > [731246443]
416466455 > [426835698]
2367443929 > [1533974983, 1533974982]
731247955 > [731246480]
416466453 > [418279255]
416466458 > [426835708]
416466456 > [418279255, 418279259]
573701371 > [573701379, 573701345]
416466463 > [416466483]
416466460 > [426835702]
573701345 > [573701371, 573701330]
416466435 > [418279248]
4274724888 > [4274724887]
457950621 > [346106296]
416466437 > [419754745]
4274724887 > [4274724886, 4274724888]
4274724886 > [4274724885, 4274724887]
416466444 > [418279251, 418279252]
4274724885 > [4274724886]
416466483 > [418279259, 416466463]
573701330 > [573701345, 573701319]
416466487 > [416466456, 419754780]
416466490 > [418279255, 419754778]
416466493 > [419754782, 418279259]
416466466 > [426835706]
4742890563 > [4050064688, 4050065389]
573701312 > [573701319, 573701306]
1676524827 > [5303990879, 2102610425]
573701319 > [573701330, 573701312]
416466475 > [419754757]
416466472 > [418279262]
416466478 > [426835706]
573701426 > [573701438, 573701416]
357878365 > [357878366]
357878366 > [357878369, 357878365]
573701438 > [573701447, 573701426]
573701408 > [573701416, 573701400]
2838918692 > [278125861, 278110700]
573701416 > [573701426, 573701408]
2838918697 > [441517278, 2838918692]
357878388 > [357878390, 357878386]
357878390 > [357878393, 357878388]
357419625 > [433972122, 433972092]
573701397 > [573701400, 573701388]
357878386 > [357878388, 357878382]
573701400 > [573701408, 573701397]
357878397 > [357878395, 357878398]
357878398 > [357878397, 3401667808]
357878393 > [755992166, 357878390]
357878395 > [357878326, 357878397]
357878372 > [357878375, 357878370]
356764273 > [417872061]
573701379 > [573701388, 573701371]
357878375 > [357878382, 357878372]
357878369 > [357878370, 357878366]
357878370 > [357878372, 357878369]
357878382 > [357878386, 357878375]
573701388 > [573701397, 573701379]
2027464592 > [2027464591, 4815638094]
2027464593 > [356373634]
357878303 > [3877509922, 2441108434]
357878298 > [357878287]
2027464584 > [356373634, 3136643318]
2027464585 > [2027464583, 2027464588]
357878278 > [755996294]
2027464587 > [4815638093]
2027464588 > [2027464585, 2027464591]
2027464591 > [2027464588, 2027464592]
573701480 > [573701504, 573701471]
2027464579 > [3547498682]
357878287 > [755992169]
2027464580 > [2027464579, 4815638071]
2027464581 > [4815638071, 2027464583]
2027464582 > [2027464579]
2027464583 > [2027464581, 2027464585]
357878326 > [2130283034, 357878395]
357878321 > [357878319, 756001086]
573701471 > [573701480, 573701447]
357419554 > [433985444]
2167168604 > [2167168606, 2167168603]
2550089871 > [4303704715]
2167168605 > [2167168601, 2167168607]
2167168606 > [2167168607, 2167168604]
2167168607 > [2167168605, 2167168606]
2167168600 > [2167168599, 2167168601]
2167168601 > [2167168600, 2167168605]
2167168602 > [2167168603, 4351295044]
573701447 > [573701471, 573701438]
357878306 > [2441108434, 357878307]
2167168603 > [2167168604, 2167168602]
357878307 > [357878306, 357878318]
2167168596 > [2167168597]
2167168597 > [2167168596, 2167168598]
2167168598 > [2167168597, 2167168599]
357878318 > [357878307, 2130283033]
2167168599 > [2167168598, 2167168600]
357878319 > [2130283033, 357878321]
357419569 > [4821914555]
357878485 > [1956026695]
357878486 > [357878485, 357878489]
357878481 > [755991469, 357878482]
357878482 > [357878481, 357878485]
4826906685 > [738485961, 4826906686]
357878493 > [357878490, 357878494]
357878494 > [357878493, 357878496]
4841340699 > [2012078873, 3818475819]
4826906687 > [4826906686, 4826906680]
4826906686 > [4826906685, 4826906687]
357878489 > [357878486, 357878490]
573701564 > [573701588, 573701532]
4826906680 > [4826906687]
4841340703 > [1834932984, 1834932983]
357878490 > [357878489, 357878493]
3161089018 > [4227672930]
3161089019 > [3161089739]
357878470 > [357878436, 5319629495]
357878467 > [2207908143, 755991469]
3135268160 > [3135268157, 3135268161]
3619162136 > [2995706983, 4353672104]
3135268161 > [3135268160, 3135268162]
357878517 > [5085891533, 357878519]
3619162137 > [3782887256]
3135268162 > [3135268161]
357878519 > [357878517]
357878513 > [5085861252, 357878515]
357878515 > [357878513, 5085891533]
357878524 > [4227647579]
357878526 > [2144031625]
3135268171 > [2471725786, 427594195]
357878520 > [357878496, 357878524]
573701532 > [573701564, 573701504]
3619162133 > [4353672104]
573701504 > [573701532, 573701480]
357878503 > [1111759454]
357878496 > [357878572]
2606056673 > [3222920105]
2473086160 > [345349482]
2167168660 > [356313460, 356312646]
357878509 > [5085861251, 5319629497]
357878505 > [755998543]
357878507 > [5319629495, 755999944]
573701616 > [573701629, 573701607]
357878418 > [357878405, 357878428]
357878428 > [357878418, 357878432]
573701629 > [573701643, 573701616]
357878405 > [357878402, 357878418]
573701603 > [573701607, 573701588]
3135268147 > [4085792267]
356895377 > [2045668130]
573701607 > [573701616, 573701603]
3135268150 > [3135254216]
357878402 > [944832016, 357878405]
3135268154 > [3135268155]
357878414 > [756001517, 4755802667]
3135268155 > [3135268154, 3135268156]
3135268156 > [3135268155, 3135268157]
3135268157 > [3135268156, 3135268160]
2979229298 > [2321395973, 4925737138]
449103142 > [4072260541]
2979229297 > [2979229298, 2979229296]
449103143 > [345528153]
2979229296 > [2979229297, 2979229295]
573701588 > [573701603, 573701564]
3405452563 > [3405452562, 3849045187]
3405452562 > [3405452561, 3405452563]
3405452561 > [3405452562]
357878463 > [2206512986, 2207908130]
4081331375 > [4081331376]
449103144 > [345528133, 345528132]
3405452566 > [3496546312]
3405452565 > [3405452564]
3405452564 > [3849045187, 3405452565]
3665429898 > [1868185731, 1868184862]
357878436 > [357878432, 357878470]
357878432 > [357878428, 357878436]
4081331376 > [4081331375, 4347036822]
4081331377 > [4347036822]
357419706 > [4815719411, 2179426770]
357878446 > [425119313, 2206512852]
2979229295 > [2979229296, 2979229294]
2979229294 > [2979229295, 2979229293]
4081331386 > [4347036824]
2979229293 > [2979229294]
4081331387 > [3280453032, 4938474908]
357878443 > [2456439930, 425119313]
3076675433 > [3076653222, 3076653223]
753323243 > [440143069, 753321454]
2183291445 > [2183304240]
3041351007 > [3041351016, 3041351008]
3041351006 > [3041351008, 3041351009]
3041351005 > [3041351015, 3041351016]
3041351004 > [3041351018, 3041351017]
356316444 > [356315983, 2552110235]
753323206 > [753321416]
3041351015 > [3041351017, 3041351005]
3041351014 > [3041351013, 448997293]
3041351013 > [3041351012, 3041351014]
3041351012 > [3041351011, 3041351013]
3041351011 > [3041351010, 3041351012]
1381479026 > [1381479068, 4491998228]
3041351010 > [3041351009, 3041351011]
3041351009 > [3041351006, 3041351010]
3041351008 > [3041351007, 3041351006]
3041351022 > [3041351021, 448997313]
3041351021 > [3041351020, 3041351022]
3041351020 > [448997315, 3041351021]
3041351019 > [2367371567, 3041351018]
356906344 > [2649655873, 356903916]
3041351018 > [3041351019, 3041351004]
3041351017 > [3041351004, 3041351015]
1381479032 > [1381479087, 1381479068]
3041351016 > [3041351005, 3041351007]
3106298133 > [3106298137, 3040362333]
3041351027 > [448997353, 3041351026]
3041351026 > [3041351027, 448997349]
3041351025 > [448997320, 448997317]
3041351024 > [448997328, 448997320]
3106298136 > [4336496788, 3106298137]
753323225 > [753321428, 753324893]
3106298137 > [3106298136, 3106298133]
356316517 > [356315919]
356316513 > [2128624033, 356316517]
1582022189 > [1579212500]
356316507 > [356316501, 2128624033]
356316501 > [356316444, 356316507]
2460578344 > [2460578332, 2460578350]
1381479125 > [862655360, 1381479081]
2460578347 > [2460578375, 2460578341]
2460578350 > [2460578344, 2460578353]
2460578341 > [2460578347, 2460578335]
3967552753 > [3967556261, 3967552745]
356316595 > [516283070, 516283222]
3967552751 > [3967552743, 3967556257]
356316584 > [1837270867]
1381479106 > [1381479049, 4789996337]
3967552745 > [3967552753, 3967552741]
753323121 > [753321325]
2460578353 > [2460578350, 2460578356]
3967552740 > [3967552739, 3967552743]
3967552741 > [3967552745, 3967552739]
1381479116 > [1834906022, 747987088]
3967552743 > [3967552740, 3967552751]
3967552736 > [3967552738]
2460578356 > [2460578353, 2460578359]
2460578359 > [2460578356, 2460578377]
3967552738 > [3967552736, 3967552739]
3967552739 > [3967552738, 3967552740]
3258131090 > [3258131093, 3258131095]
2460578317 > [2460578335, 2460578304]
3258131095 > [3258131090, 3258131097]
3258131093 > [3258130648, 3258131090]
416479354 > [4500324739, 1585472409]
416479355 > [1585469997, 2039279071]
2460578304 > [2460578317, 2460578288]
3258131097 > [3258131095, 3258130649]
416479356 > [1585470070, 357393662]
4063040157 > [4063040158]
4063040156 > [4063040155, 4063040158]
4063040158 > [4063040156, 4063040157]
2460578332 > [2460578326, 2460578344]
4063040152 > [4063040154]
2460578335 > [2460578341, 2460578317]
4063040155 > [4063040154, 4063040156]
4063040154 > [4063040152, 4063040155]
753323102 > [753316004, 753324813]
2460578326 > [2460578332]
356906490 > [356906520, 356906415]
3222872284 > [3860856164, 2105314527]
356906383 > [356906415, 4576818255]
1381479068 > [1381479032, 1381479026]
1381479046 > [1381479081, 1381479049]
1381479049 > [1381479046, 1381479106]
2460578377 > [2460578359, 2460578379]
2460578379 > [2460578377, 2460578381]
2460578381 > [2460578379, 2460578375]
2359716943 > [3116486701]
356906415 > [356906490, 356906383]
2460578375 > [2460578381, 2460578347]
2359716946 > [2359716947, 2359716943]
2359716947 > [2359716944, 2359716946]
2359716944 > [2359716945, 2359716947]
2359716945 > [290664106]
1381479087 > [2402114481, 1381479032]
1381479083 > [806299019, 2402114485]
1381479081 > [1381479125, 1381479046]
4794809544 > [4794809543]
4925736093 > [4064665433, 290662851]
4925736095 > [290662851, 3774465559]
457308742 > [457308807]
4925736094 > [290662851, 4064665438]
4794809539 > [2024253703, 4794809540]
4794809543 > [4794809542, 4794809544]
4794809542 > [4794809541, 4794809543]
4794809541 > [4794809540, 4794809542]
4794809540 > [4794809539, 4794809541]
4807720862 > [3140106697, 4807720863]
4807720863 > [4807720862, 2969738421]
356316197 > [356325300, 356315983]
2460578743 > [747986972, 447812370]
1789758350 > [1789758352, 1789758358]
4807720870 > [4807720869, 2967391866]
4807720871 > [2808244601, 4054133480]
4807720868 > [5104931057, 4807720869]
4925736115 > [316563525, 3774476432]
4807720869 > [4807720868, 4807720870]
4807720866 > [5104895066, 5104925408]
4925736117 > [4925736108, 316563525]
4925736119 > [4925736107, 1910957596]
4807720865 > [2390243437, 291319644]
753323478 > [753321691, 753325167]
4925736107 > [346049809, 4925736119]
4925736109 > [4027447348, 346049809]
1789758360 > [1789758358, 1789758362]
4925736108 > [346049809, 4925736117]
4925736111 > [290662818, 3276133100]
1789758362 > [1789758360]
4925736110 > [1133345199, 346049809]
1789758357 > [1789758356, 2131798271]
1789758356 > [1789758355, 1789758357]
3079362225 > [1778022693]
1789758358 > [1789758350, 1789758360]
4925736098 > [346035306, 345347122]
3079362224 > [1778022695]
4925736101 > [346058457, 346217521]
1789758352 > [2528089139, 1789758350]
1789758355 > [1789758356]
4925736102 > [3774467292, 3774467296]
4582338657 > [4582338656, 4582338671]
4582338656 > [4582338644, 4582338657]
4582338661 > [2262495991]
4582338663 > [4582338645, 4582338639]
4582338664 > [4582338639, 4582338650]
4582338671 > [4582338657, 4582338672]
4582338672 > [4582338671]
346093048 > [346093061, 1524390539]
454031982 > [454031671, 454031998]
2460578755 > [747987131]
4582338639 > [4582338663, 4582338664]
454031998 > [454031982]
4582338645 > [860857688, 4582338663]
4582338644 > [4582338655, 4582338656]
3085719194 > [2470029276, 2470029253]
4582338650 > [4582338664, 4582338655]
4582338655 > [4582338650, 4582338644]
2584443787 > [427611155, 1939810887]
2690925029 > [2690924995]
2690925030 > [2690925002]
2690925025 > [2690925058, 2690924992]
2690925026 > [2690924994]
2690925027 > [2690925060]
457308873 > [457357798]
2690925038 > [2690925012]
2690925039 > [2690925064]
2690925032 > [2690925001]
2690925035 > [2690925008]
2690925044 > [2690925076]
2690925046 > [2690925020]
2690925040 > [2690925073, 2690925007]
2690925041 > [2690925015]
2690925042 > [2690925074, 2690925006]
2690925053 > [2690925084, 2690925016]
2584443793 > [4334760042]
2690925055 > [2690925088, 2690925021]
2690925048 > [2690925072]
513408775 > [513408844]
2690925050 > [2690925013]
2690925051 > [2690925080]
2690924992 > [2690925025, 2690924949]
2690924994 > [2690925026]
2690924995 > [2690925029, 2690924951]
2690925006 > [2690925042, 2690924969]
2690925007 > [2690925040]
2690925001 > [2690925032]
2690925002 > [2690925030]
2690925012 > [2690925038]
2690925013 > [2690925050, 2690924978]
2690925015 > [2690925041]
753323346 > [753325017, 3054648486]
2690925008 > [2690925035]
2690925020 > [2690925046]
2690925021 > [2690925055]
2690925022 > [2690924988]
2690925016 > [2690925053, 2690924984]
3033945367 > [3033945369, 3033945368]
3033945364 > [3033945363, 3033945365]
3033945365 > [3033945364, 3033945368]
5315681554 > [356318428, 356324839]
3033945363 > [3033945364]
457308807 > [2459200081]
5315681553 > [4607222569]
3033945361 > [2383925629]
2690924969 > [2690925006]
3033945368 > [3033945365, 2383925585]
3033945369 > [346120045, 3033945376]
2690924971 > [2690924937]
2690924980 > [2690924941]
457308818 > [457308807, 457308821]
276623784 > [276623783, 276623785]
457308821 > [457308818, 457308823]
276623785 > [276623784, 276623786]
513408844 > [418525299, 513408775]
276623786 > [276623785]
457308823 > [457308821, 457308826]
2690924978 > [2690925013]
276623780 > [276623779, 276623782]
2690924988 > [2690925022, 2690924947]
3033945358 > [2383925629]
4772855202 > [4772855203]
4772855203 > [4772855198, 4772855202]
276623782 > [276623780, 276623783]
4772855200 > [415671604, 4772855197]
276623783 > [276623782, 276623784]
457308826 > [457308823, 457308818]
276623776 > [276623775, 276623777]
2690924984 > [2690925016, 2690924945]
276623777 > [276623776, 276623778]
276623778 > [276623777, 276623779]
4772855204 > [4772855198]
276623779 > [276623778, 276623780]
4772855205 > [4772855199, 763928477]
276623772 > [276623771, 276623773]
276623773 > [276623772, 3325270567]
276623774 > [3325270567, 276623775]
276623775 > [276623774, 276623776]
276623768 > [276623767, 276623770]
4772855198 > [4772855204, 4772855203]
4772855199 > [4772855197, 4772855205]
276623770 > [276623768, 276623771]
4772855196 > [2837124327, 520106608]
276623771 > [276623770, 276623772]
4772855197 > [4772855200, 4772855199]
276623765 > [276620923, 276623766]
2690924941 > [2690924980]
276623766 > [276623765, 3325270566]
276623767 > [3325270566, 276623768]
2690924937 > [2690924971]
2690924949 > [2690924992]
2690924951 > [2690924995]
2690924945 > [2690924984]
3033945376 > [3033945369, 5300643854]
2690924947 > [2690924988]
2655681602 > [2655681598, 2655681606]
4798479371 > [4798479386, 4798479385]
4798479370 > [4798479396, 4798479378]
2655681606 > [2655681602]
4798479374 > [4798479392, 4798479386]
4798479373 > [4798479395, 4798479372]
4798479372 > [4798479373]
4798479378 > [4798479370, 4798479392]
276623981 > [3629303008, 276623982]
1306505165 > [2402114483]
276623982 > [276623981]
1306505164 > [2552251408]
1306505163 > [291319649, 4942872790]
1306505162 > [4485052552, 748057461]
4798479382 > [4798479384, 4798479396]
1306505161 > [2402114482]
4798479381 > [4798479395]
1306505160 > [1837295844]
4798479380 > [4798479388]
1306505159 > [2529006888]
4798479387 > [4798479398, 4798479389]
4798479386 > [4798479374, 4798479371]
4798479385 > [4798479371, 4798479391]
1306505156 > [2402114482, 2402114483]
4798479384 > [4798479389, 4798479382]
4798479391 > [4798479385, 4798479398]
356316961 > [418313833, 418313826]
4798479390 > [4798479398, 3780435768]
4798479389 > [4798479387, 4798479384]
4798479388 > [4798479380, 4798479393]
2690925124 > [2690925127]
4798479395 > [4798479381, 4798479373]
356316958 > [356316950, 356316961]
4798479393 > [4798479388, 4798479396]
2690925127 > [2690925129, 2690925124]
4798479392 > [4798479378, 4798479374]
2690925120 > [2690925090]
2690925121 > [2690925136]
4798479398 > [4798479391, 4798479390]
2690925123 > [2690925137]
4798479396 > [4798479393, 4798479370]
2690925132 > [2690925131, 2690925133]
2690925133 > [2690925132, 2690925134]
356316950 > [356316833, 356316958]
2690925134 > [2690925133, 2690925135]
2690925135 > [2690925134, 2690925136]
2690925129 > [2690925139, 2690925127]
2690925130 > [2690925105, 2690925131]
2690925131 > [2690925130, 2690925132]
2690925136 > [2690925135, 2690925137]
2690925137 > [2690925136, 2690925138]
2690925138 > [2690925137, 2690925139]
2690925139 > [2690925138, 2690925129]
454031671 > [454031982]
2690925093 > [2690925090, 2690925094]
4382058352 > [4382073979, 4382073983]
429521883 > [429521867, 1500995952]
2690925094 > [2690925093, 2690925096]
2690925095 > [2690925115, 2690925071]
2690925088 > [2690925085, 2690925090]
356317048 > [356317013, 356316837]
429521884 > [1500995980]
2690925090 > [2690925088, 2690925093]
2690925091 > [1772592028, 2690925076]
429521873 > [429521874]
2690925101 > [2690925097, 2690925104]
429521874 > [429521873]
2690925103 > [2690925099, 2690925108]
429521877 > [5300643856]
2690925096 > [2690925094, 2690925097]
429521876 > [429521877, 346158597]
2690925097 > [2690925096, 2690925101]
4382058364 > [4382058597]
356317043 > [1306139210]
429521878 > [5300643851]
2690925099 > [2690925103]
2552396397 > [346120281, 5257096146]
4382058366 > [4382058381]
429521865 > [3686700030, 429521869]
2690925108 > [2690925103, 2690925112]
429521864 > [429521863, 3686700030]
2690925109 > [2690925075]
429521867 > [429521883]
429521866 > [429521869]
356317032 > [356317097]
429521869 > [429521865, 429521866]
2690925104 > [2690925101, 1772592028]
2690925105 > [2690925130]
2690925106 > [2690925070]
429521857 > [429521859, 429521860]
2690925116 > [2690925134]
429521856 > [3782876567, 5185757479]
2690925117 > [2690925115, 1772590881]
429521859 > [429521857]
4382058346 > [3653279296, 433985459]
2690925112 > [2690925108, 2690925115]
429521860 > [429521857]
429521863 > [429521864]
2690925114 > [2690925081]
2690925115 > [2690925112, 2690925117]
1306505151 > [1834919475, 4353227752]
2690925060 > [2690925096, 2690925027]
2690925063 > [2681993559, 2690925066]
276623897 > [1983138756]
2690925058 > [2690925093, 2690925025]
454031720 > [454031609, 454031759]
2690925059 > [2690925086]
2690925068 > [2690925066, 2690925070]
356317013 > [356325419, 356317048]
2690925070 > [2690925068, 2690925074]
2690925071 > [2690925095]
2690925064 > [2690925039]
356906793 > [356906885, 5149060685]
2690925066 > [2690925063, 2690925068]
2690925076 > [2690925091, 2690925044]
2690925077 > [2690925075, 2690925078]
2690925078 > [2690925077, 2690925080]
2655681592 > [2655681588, 2655681598]
2655681598 > [2655681592, 2655681602]
2690925072 > [2690925048]
2690925073 > [2690925091, 2690925040]
2690925074 > [2690925070, 2690925075]
2690925075 > [2690925074, 2690925077]
2690925084 > [2690925081, 2690925085]
2690925085 > [2690925084, 2690925088]
2690925086 > [2690925059]
2690925087 > [2690925108]
2690925080 > [2690925078, 2690925081]
2690925081 > [2690925080, 2690925084]
2655681588 > [2655681592]
454031759 > [454031720, 454031792]
2655681736 > [345749653, 3484179918]
346093093 > [2041362119, 346093076]
356906966 > [356907011, 356906885]
356317097 > [356316847, 356317032]
3725540503 > [346112689, 3725543432]
3725540501 > [357981557, 3725543429]
346158597 > [3686700040]
346093061 > [346093076, 346093048]
2469556631 > [290707708, 290705773]
346158603 > [429521874]
346093076 > [346093093, 346093061]
4382058372 > [3949427480, 458884907]
4382058381 > [4382058597, 4382058366]
454031792 > [454031759]
356906885 > [356906966, 356906793]
5340847254 > [2441171902, 1218080012]
753323581 > [753327243, 753325288]
3258130643 > [3258130642, 3258130648]
3258130642 > [3258130643]
3258130650 > [3258130649, 1433189108]
3258130649 > [3258131097, 3258130650]
3258130648 > [3258130643, 3258131093]
454031867 > [346086175, 3207307152]
2456449391 > [2456449388, 2456449393]
2456449388 > [2456449391]
2456449393 > [2456449391]
2472046713 > [2401598387, 3076387711]
2460578281 > [2460578277, 2460578285]
2460578285 > [2460578281, 2460578293]
2460578277 > [2460578269, 2460578281]
2460578296 > [2460578293]
2460578288 > [2460578304, 2460578269]
3156238202 > [3156239000]
2460578293 > [2460578285, 2460578296]
356906520 > [356906536, 356906490]
356906536 > [5149059027, 356906520]
2460578269 > [2460578288, 2460578277]
3040827061 > [3040827060, 3615954366]
3040827060 > [3040827059, 3040827061]
3040827059 > [3040827058, 3040827060]
3040827058 > [3040827057, 3040827059]
3040827057 > [3040827056, 3040827058]
3040827056 > [3040362666, 3040827057]
356316847 > [356317097]
753323890 > [753321943, 753321552]
356316837 > [356317048]
356316833 > [356328273, 356316950]
418315080 > [4054170060]
418315074 > [2024241127, 415665125]
454031548 > [346086175]
2614392852 > [2614392809]
2614392853 > [4346870477]
2614392854 > [2614392855]
2614392855 > [2614392872]
2472046748 > [3085710900]
2614392850 > [2614392859, 2105314527]
2614392860 > [2614392824, 2614392864]
418315044 > [4815711899, 417834409]
356316919 > [1306139210]
2614392863 > [2614392858, 2614392868]
418315042 > [4411319906]
2614392856 > [2614392855]
418315040 > [4815796259, 2024232996]
2472046742 > [3085717973]
2614392858 > [2614392840, 2614392863]
2614392859 > [2614392876, 2614392850]
2614392837 > [2614392834]
418315068 > [2024310808]
