Node_id ; 'lat' and 'lon'
4411360299 >  lat = 56.0000793 lon = 92.9660095
746270368 >  lat = 55.9811935 lon = 92.8309694
2153939641 >  lat = 56.0236732 lon = 93.0502696
4411360298 >  lat = 56.0000192 lon = 92.9656796
2153939646 >  lat = 56.0238082 lon = 93.0522875
3436695051 >  lat = 56.0438139 lon = 92.8840319
4411360301 >  lat = 56.000772 lon = 92.9656068
4411360300 >  lat = 56.0001501 lon = 92.9660555
4411360302 >  lat = 56.0007273 lon = 92.965136
746270366 >  lat = 55.9822866 lon = 92.8215477
746270364 >  lat = 55.9813023 lon = 92.8462112
746270354 >  lat = 55.9802198 lon = 92.8319906
2153939596 >  lat = 56.0226289 lon = 93.053335
746270347 >  lat = 55.9816924 lon = 92.8307517
2153939601 >  lat = 56.0227061 lon = 93.0540568
746270351 >  lat = 55.985154 lon = 92.8575132
2647236415 >  lat = 56.0333583 lon = 92.8317681
